year	pop	lifeExp	gdpPercap	region
1962	29788695	52.098	2322.869908	Europe_Turkey
1967	33411317	54.336	2826.356387	Europe_Turkey
1972	37492953	57.005	3450.69638	Europe_Turkey
1977	42404033	59.507	4269.122326	Europe_Turkey
1982	47328791	61.036	4241.356344	Europe_Turkey
1987	52881328	63.108	5089.043686	Europe_Turkey
1992	58179144	66.146	5678.348271	Europe_Turkey
1997	63047647	68.835	6601.429915	Europe_Turkey
2002	67308928	70.845	6508.085718	Europe_Turkey
2007	71158647	71.777	8458.276384	Europe_Turkey
1952	5824797	39.978	734.753484	Africa_Uganda
1957	6675501	42.571	774.3710692	Africa_Uganda
1962	7688797	45.344	767.2717398	Africa_Uganda
1967	8900294	48.051	908.9185217	Africa_Uganda
1972	10190285	51.016	950.735869	Africa_Uganda
1977	11457758	50.35	843.7331372	Africa_Uganda
1982	12939400	49.849	682.2662268	Africa_Uganda
1987	15283050	51.509	617.7244065	Africa_Uganda
1992	18252190	48.825	644.1707969	Africa_Uganda
1997	21210254	44.578	816.559081	Africa_Uganda
2002	24739869	47.813	927.7210018	Africa_Uganda
2007	29170398	51.542	1056.380121	Africa_Uganda
1952	50430000	69.18	9979.508487	Europe_United Kingdom
1957	51430000	70.42	11283.17795	Europe_United Kingdom
1962	53292000	70.76	12477.17707	Europe_United Kingdom
1967	54959000	71.36	14142.85089	Europe_United Kingdom
1972	56079000	72.01	15895.11641	Europe_United Kingdom
1977	56179000	72.76	17428.74846	Europe_United Kingdom
1982	56339704	74.04	18232.42452	Europe_United Kingdom
1987	56981620	75.007	21664.78767	Europe_United Kingdom
1992	57866349	76.42	22705.09254	Europe_United Kingdom
1997	58808266	77.218	26074.53136	Europe_United Kingdom
2002	59912431	78.471	29478.99919	Europe_United Kingdom
2007	60776238	79.425	33203.26128	Europe_United Kingdom
1952	157553000	68.44	13990.48208	Americas_United States
1957	171984000	69.49	14847.12712	Americas_United States
1962	186538000	70.21	16173.14586	Americas_United States
1967	198712000	70.76	19530.36557	Americas_United States
1972	209896000	71.34	21806.03594	Americas_United States
1977	220239000	73.38	24072.63213	Americas_United States
1982	232187835	74.65	25009.55914	Americas_United States
1987	242803533	75.02	29884.35041	Americas_United States
1992	256894189	76.09	32003.93224	Americas_United States
1997	272911760	76.81	35767.43303	Americas_United States
2002	287675526	77.31	39097.09955	Americas_United States
2007	301139947	78.242	42951.65309	Americas_United States
1952	2252965	66.071	5716.766744	Americas_Uruguay
1957	2424959	67.044	6150.772969	Americas_Uruguay
1962	2598466	68.253	5603.357717	Americas_Uruguay
1967	2748579	68.468	5444.61962	Americas_Uruguay
1972	2829526	68.673	5703.408898	Americas_Uruguay
1977	2873520	69.481	6504.339663	Americas_Uruguay
1982	2953997	70.805	6920.223051	Americas_Uruguay
1987	3045153	71.918	7452.398969	Americas_Uruguay
1992	3149262	72.752	8137.004775	Americas_Uruguay
1997	3262838	74.223	9230.240708	Americas_Uruguay
2002	3363085	75.307	7727.002004	Americas_Uruguay
2007	3447496	76.384	10611.46299	Americas_Uruguay
1952	5439568	55.088	7689.799761	Americas_Venezuela
1957	6702668	57.907	9802.466526	Americas_Venezuela
1962	8143375	60.77	8422.974165	Americas_Venezuela
1967	9709552	63.479	9541.474188	Americas_Venezuela
1972	11515649	65.712	10505.25966	Americas_Venezuela
1977	13503563	67.456	13143.95095	Americas_Venezuela
1982	15620766	68.557	11152.41011	Americas_Venezuela
1987	17910182	70.19	9883.584648	Americas_Venezuela
1992	20265563	71.15	10733.92631	Americas_Venezuela
1997	22374398	72.146	10165.49518	Americas_Venezuela
2002	24287670	72.766	8605.047831	Americas_Venezuela
2007	26084662	73.747	11415.80569	Americas_Venezuela
1952	26246839	40.412	605.0664917	Asia_Vietnam
1957	28998543	42.887	676.2854478	Asia_Vietnam
1962	33796140	45.363	772.0491602	Asia_Vietnam
1967	39463910	47.838	637.1232887	Asia_Vietnam
1972	44655014	50.254	699.5016441	Asia_Vietnam
1977	50533506	55.764	713.5371196	Asia_Vietnam
1982	56142181	58.816	707.2357863	Asia_Vietnam
1987	62826491	62.82	820.7994449	Asia_Vietnam
1992	69940728	67.662	989.0231487	Asia_Vietnam
1997	76048996	70.672	1385.896769	Asia_Vietnam
2002	80908147	73.017	1764.456677	Asia_Vietnam
2007	85262356	74.249	2441.576404	Asia_Vietnam
1952	1030585	43.16	1515.592329	Asia_West Bank and Gaza
1957	1070439	45.671	1827.067742	Asia_West Bank and Gaza
1962	1133134	48.127	2198.956312	Asia_West Bank and Gaza
1967	1142636	51.631	2649.715007	Asia_West Bank and Gaza
1972	1089572	56.532	3133.409277	Asia_West Bank and Gaza
1977	1261091	60.765	3682.831494	Asia_West Bank and Gaza
1982	1425876	64.406	4336.032082	Asia_West Bank and Gaza
1987	1691210	67.046	5107.197384	Asia_West Bank and Gaza
1992	2104779	69.718	6017.654756	Asia_West Bank and Gaza
1997	2826046	71.096	7110.667619	Asia_West Bank and Gaza
2002	3389578	72.37	4515.487575	Asia_West Bank and Gaza
2007	4018332	73.422	3025.349798	Asia_West Bank and Gaza
1952	4963829	32.548	781.7175761	Asia_Yemen, Rep.
1957	5498090	33.97	804.8304547	Asia_Yemen, Rep.
1962	6120081	35.18	825.6232006	Asia_Yemen, Rep.
1967	6740785	36.984	862.4421463	Asia_Yemen, Rep.
1972	7407075	39.848	1265.047031	Asia_Yemen, Rep.
1977	8403990	44.175	1829.765177	Asia_Yemen, Rep.
1982	9657618	49.113	1977.55701	Asia_Yemen, Rep.
1987	11219340	52.922	1971.741538	Asia_Yemen, Rep.
1992	13367997	55.599	1879.496673	Asia_Yemen, Rep.
1997	15826497	58.02	2117.484526	Asia_Yemen, Rep.
2002	18701257	60.308	2234.820827	Asia_Yemen, Rep.
2007	22211743	62.698	2280.769906	Asia_Yemen, Rep.
1952	2672000	42.038	1147.388831	Africa_Zambia
1957	3016000	44.077	1311.956766	Africa_Zambia
1962	3421000	46.023	1452.725766	Africa_Zambia
1967	3900000	47.768	1777.077318	Africa_Zambia
1972	4506497	50.107	1773.498265	Africa_Zambia
1977	5216550	51.386	1588.688299	Africa_Zambia
1982	6100407	51.821	1408.678565	Africa_Zambia
1987	7272406	50.821	1213.315116	Africa_Zambia
1992	8381163	46.1	1210.884633	Africa_Zambia
1997	9417789	40.238	1071.353818	Africa_Zambia
2002	10595811	39.193	1071.613938	Africa_Zambia
2007	11746035	42.384	1271.211593	Africa_Zambia
1952	3080907	48.451	406.8841148	Africa_Zimbabwe
1957	3646340	50.469	518.7642681	Africa_Zimbabwe
1962	4277736	52.358	527.2721818	Africa_Zimbabwe
1967	4995432	53.995	569.7950712	Africa_Zimbabwe
1972	5861135	55.635	799.3621758	Africa_Zimbabwe
1977	6642107	57.674	685.5876821	Africa_Zimbabwe
1982	7636524	60.363	788.8550411	Africa_Zimbabwe
1987	9216418	62.351	706.1573059	Africa_Zimbabwe
1992	10704340	60.377	693.4207856	Africa_Zimbabwe
1997	11404948	46.809	792.4499603	Africa_Zimbabwe
2002	11926563	39.989	672.0386227	Africa_Zimbabwe
2007	12311143	43.487	469.7092981	Africa_Zimbabwe
